pantone_name,fixed_id,corel_palette_version,process,cmyk_c_percent,cmyk_m_percent,cmyk_y_percent,cmyk_k_percent,cmyk_corel_raw,lab_corel_raw,srgb_r_0_255,srgb_g_0_255,srgb_b_0_255,hex_from_corel_srgb,srgb_corel_raw,adobe_rgb_corel_raw,source_xml,source_file_timestamp
PANTONE 7519 CP,1208,1700,true,41.0,54.0,65.0,50.0,"0.41,0.54,0.65,0.5","0.3745,0.528470588235294,0.566",103,84,61,#67543D,"0.403921568627451,0.329411764705882,0.23921568627451","0.384313725490196,0.333333333333333,0.254901960784314",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 4755 CP,1209,1700,true,10.0,19.0,17.0,0.0,"0.1,0.19,0.17,0.0","0.8126,0.522,0.544627450980392",216,199,181,#D8C7B5,"0.847058823529412,0.780392156862745,0.709803921568627","0.823529411764706,0.772549019607843,0.705882352941177",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 4745 CP,1210,1700,true,14.0,25.0,23.0,0.0,"0.14,0.25,0.23,0.0","0.7615,0.531019607843137,0.54678431372549",205,183,167,#CDB7A7,"0.803921568627451,0.717647058823529,0.654901960784314","0.776470588235294,0.713725490196078,0.650980392156863",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 4735 CP,1211,1700,true,17.0,31.0,33.0,4.0,"0.17,0.31,0.33,0.04","0.7106,0.536862745098039,0.553686274509804",194,168,150,#C2A896,"0.76078431372549,0.658823529411765,0.588235294117647","0.729411764705882,0.654901960784314,0.584313725490196",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 4725 CP,1212,1700,true,20.0,41.0,41.0,11.0,"0.2,0.41,0.41,0.11","0.6205,0.546823529411765,0.555803921568627",173,143,126,#AD8F7E,"0.67843137254902,0.56078431372549,0.494117647058824","0.643137254901961,0.556862745098039,0.490196078431373",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 4715 CP,1213,1700,true,21.0,50.0,54.0,24.0,"0.21,0.5,0.54,0.24","0.529,0.558901960784314,0.572352941176471",154,117,96,#9A7560,"0.603921568627451,0.458823529411765,0.376470588235294","0.564705882352941,0.458823529411765,0.380392156862745",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 4705 CP,1214,1700,true,19.0,64.0,67.0,42.0,"0.19,0.64,0.67,0.42","0.428,0.572078431372549,0.577098039215686",132,90,70,#845A46,"0.517647058823529,0.352941176470588,0.274509803921569","0.474509803921569,0.352941176470588,0.282352941176471",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 4695 CP,1215,1700,true,19.0,75.0,79.0,66.0,"0.19,0.75,0.79,0.66","0.3107,0.564862745098039,0.571294117647059",99,63,46,#633F2E,"0.388235294117647,0.247058823529412,0.180392156862745","0.356862745098039,0.258823529411765,0.196078431372549",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 482 CP,1216,1700,true,8.0,17.0,20.0,0.0,"0.08,0.17,0.2,0.0","0.825,0.521764705882353,0.561686274509804",221,202,176,#DDCAB0,"0.866666666666667,0.792156862745098,0.690196078431373","0.843137254901961,0.788235294117647,0.690196078431373",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 481 CP,1217,1700,true,11.0,23.0,24.0,0.0,"0.11,0.23,0.24,0.0","0.7834,0.533176470588235,0.562039215686274",214,189,165,#D6BDA5,"0.83921568627451,0.741176470588235,0.647058823529412","0.807843137254902,0.733333333333333,0.647058823529412",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 480 CP,1218,1700,true,14.0,29.0,34.0,3.0,"0.14,0.29,0.34,0.03","0.7268,0.536823529411765,0.575725490196078",201,173,144,#C9AD90,"0.788235294117647,0.67843137254902,0.564705882352941","0.752941176470588,0.670588235294118,0.564705882352941",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 479 CP,1219,1700,true,17.0,44.0,50.0,15.0,"0.17,0.44,0.5,0.15","0.602,0.555254901960784,0.587803921568627",174,136,107,#AE886B,"0.682352941176471,0.533333333333333,0.419607843137255","0.63921568627451,0.529411764705882,0.423529411764706",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 478 CP,1220,1700,true,12.0,72.0,81.0,54.0,"0.12,0.72,0.81,0.54","0.3826,0.580235294117647,0.597333333333333",124,77,51,#7C4D33,"0.486274509803922,0.301960784313725,0.2","0.443137254901961,0.305882352941176,0.215686274509804",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 477 CP,1221,1700,true,19.0,69.0,78.0,60.0,"0.19,0.69,0.78,0.6","0.3505,0.55843137254902,0.579019607843137",108,74,51,#6C4A33,"0.423529411764706,0.290196078431373,0.2","0.392156862745098,0.294117647058824,0.215686274509804",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 476 CP,1222,1700,true,33.0,66.0,76.0,68.0,"0.33,0.66,0.76,0.68","0.3114,0.535725490196079,0.561882352941176",90,69,49,#5A4531,"0.352941176470588,0.270588235294118,0.192156862745098","0.333333333333333,0.274509803921569,0.207843137254902",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 7527 CP,1223,1700,true,12.0,10.0,14.0,0.0,"0.12,0.1,0.14,0.0","0.8481,0.499764705882353,0.538470588235294",215,212,194,#D7D4C2,"0.843137254901961,0.831372549019608,0.76078431372549","0.835294117647059,0.827450980392157,0.756862745098039",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 7528 CP,1224,1700,true,19.0,20.0,23.0,0.0,"0.19,0.2,0.23,0.0","0.7637,0.512078431372549,0.540549019607843",197,187,170,#C5BBAA,"0.772549019607843,0.733333333333333,0.666666666666667","0.756862745098039,0.725490196078431,0.662745098039216",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 7529 CP,1225,1700,true,24.0,26.0,30.0,3.0,"0.24,0.26,0.3,0.03","0.711,0.515764705882353,0.547294117647059",185,172,153,#B9AC99,"0.725490196078431,0.674509803921569,0.6","0.705882352941177,0.670588235294118,0.596078431372549",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 7530 CP,1226,1700,true,29.0,32.0,38.0,9.0,"0.29,0.32,0.38,0.09","0.6275,0.520588235294118,0.550549019607843",164,149,129,#A49581,"0.643137254901961,0.584313725490196,0.505882352941176","0.623529411764706,0.580392156862745,0.505882352941176",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 7531 CP,1227,1700,true,37.0,44.0,56.0,31.0,"0.37,0.44,0.56,0.31","0.4779,0.525803921568628,0.555686274509804",127,110,90,#7F6E5A,"0.498039215686275,0.431372549019608,0.352941176470588","0.47843137254902,0.431372549019608,0.356862745098039",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 7532 CP,1228,1700,true,39.0,51.0,66.0,47.0,"0.39,0.51,0.66,0.47","0.3996,0.528078431372549,0.559333333333333",109,91,70,#6D5B46,"0.427450980392157,0.356862745098039,0.274509803921569","0.407843137254902,0.356862745098039,0.282352941176471",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 7533 CP,1229,1700,true,40.0,60.0,77.0,71.0,"0.4,0.6,0.77,0.71","0.2805,0.530627450980392,0.55478431372549",80,62,45,#503E2D,"0.313725490196078,0.243137254901961,0.176470588235294","0.301960784313725,0.250980392156863,0.196078431372549",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 7534 CP,1230,1700,true,14.0,12.0,17.0,0.0,"0.14,0.12,0.17,0.0","0.8235,0.49678431372549,0.545803921568627",208,206,183,#D0CEB7,"0.815686274509804,0.807843137254902,0.717647058823529","0.807843137254902,0.8,0.717647058823529",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 7535 CP,1231,1700,true,25.0,21.0,31.0,3.0,"0.25,0.21,0.31,0.03","0.7188,0.496980392156863,0.559372549019608",180,177,149,#B4B195,"0.705882352941177,0.694117647058824,0.584313725490196","0.698039215686274,0.686274509803922,0.584313725490196",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 7536 CP,1232,1700,true,29.0,26.0,39.0,7.0,"0.29,0.26,0.39,0.07","0.6619,0.495607843137255,0.569843137254902",165,162,129,#A5A281,"0.647058823529412,0.635294117647059,0.505882352941176","0.63921568627451,0.627450980392157,0.505882352941176",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 7537 CP,1233,1700,true,32.0,21.0,28.0,3.0,"0.32,0.21,0.28,0.03","0.6977,0.485098039215686,0.538039215686274",166,173,153,#A6AD99,"0.650980392156863,0.67843137254902,0.6","0.654901960784314,0.674509803921569,0.596078431372549",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 7538 CP,1234,1700,true,40.0,26.0,34.0,7.0,"0.4,0.26,0.34,0.07","0.6301,0.485490196078431,0.535019607843137",148,155,137,#949B89,"0.580392156862745,0.607843137254902,0.537254901960784","0.584313725490196,0.603921568627451,0.533333333333333",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 7539 CP,1235,1700,true,41.0,31.0,35.0,10.0,"0.41,0.31,0.35,0.1","0.592,0.494627450980392,0.530078431372549",141,144,129,#8D9081,"0.552941176470588,0.564705882352941,0.505882352941176","0.552941176470588,0.56078431372549,0.505882352941176",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 7540 CP,1236,1700,true,67.0,54.0,46.0,40.0,"0.67,0.54,0.46,0.4","0.3479,0.491607843137255,0.501254901960784",76,84,81,#4C5451,"0.298039215686275,0.329411764705882,0.317647058823529","0.309803921568627,0.333333333333333,0.32156862745098",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 427 CP,1237,1700,true,14.0,8.0,4.0,0.0,"0.14,0.08,0.04,0.0","0.8379,0.497254901960784,0.500274509803922",205,210,209,#CDD2D1,"0.803921568627451,0.823529411764706,0.819607843137255","0.807843137254902,0.819607843137255,0.815686274509804",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 428 CP,1238,1700,true,21.0,13.0,8.0,0.0,"0.21,0.13,0.08,0.0","0.785,0.49356862745098,0.500745098039216",189,196,194,#BDC4C2,"0.741176470588235,0.768627450980392,0.76078431372549","0.745098039215686,0.764705882352941,0.756862745098039",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 429 CP,1239,1700,true,35.0,23.0,19.0,2.0,"0.35,0.23,0.19,0.02","0.6863,0.490705882352941,0.508274509803922",162,170,164,#A2AAA4,"0.635294117647059,0.666666666666667,0.643137254901961","0.635294117647059,0.658823529411765,0.635294117647059",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 430 CP,1240,1700,true,50.0,34.0,27.0,11.0,"0.5,0.34,0.27,0.11","0.5553,0.488117647058824,0.498196078431373",124,136,134,#7C8886,"0.486274509803922,0.533333333333333,0.525490196078431","0.498039215686275,0.529411764705882,0.52156862745098",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 431 CP,1241,1700,true,63.0,45.0,34.0,25.0,"0.63,0.45,0.34,0.25","0.436,0.480980392156863,0.483137254901961",89,107,110,#596B6E,"0.349019607843137,0.419607843137255,0.431372549019608","0.372549019607843,0.419607843137255,0.427450980392157",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 432 CP,1242,1700,true,78.0,57.0,39.0,56.0,"0.78,0.57,0.39,0.56","0.2923,0.483529411764706,0.477764705882353",56,72,78,#38484E,"0.219607843137255,0.282352941176471,0.305882352941176","0.247058823529412,0.290196078431373,0.309803921568627",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 433 CP,1243,1700,true,88.0,63.0,40.0,85.0,"0.88,0.63,0.4,0.85","0.1788,0.489490196078431,0.478039215686275",34,46,52,#222E34,"0.133333333333333,0.180392156862745,0.203921568627451","0.164705882352941,0.196078431372549,0.215686274509804",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 420 CP,1244,1700,true,18.0,13.0,10.0,0.0,"0.18,0.13,0.1,0.0","0.803,0.501254901960784,0.513176470588235",199,200,193,#C7C8C1,"0.780392156862745,0.784313725490196,0.756862745098039","0.776470588235294,0.776470588235294,0.752941176470588",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 421 CP,1245,1700,true,28.0,20.0,20.0,1.0,"0.28,0.2,0.2,0.01","0.7271,0.496941176470588,0.523960784313726",178,180,167,#B2B4A7,"0.698039215686274,0.705882352941177,0.654901960784314","0.694117647058824,0.698039215686274,0.650980392156863",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 422 CP,1246,1700,true,36.0,26.0,23.0,4.0,"0.36,0.26,0.23,0.04","0.6632,0.498666666666667,0.515450980392157",160,162,154,#A0A29A,"0.627450980392157,0.635294117647059,0.603921568627451","0.623529411764706,0.631372549019608,0.6",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 423 CP,1247,1700,true,44.0,33.0,29.0,9.0,"0.44,0.33,0.29,0.09","0.5843,0.500274509803922,0.509725490196078",139,141,136,#8B8D88,"0.545098039215686,0.552941176470588,0.533333333333333","0.541176470588235,0.549019607843137,0.529411764705882",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 424 CP,1248,1700,true,52.0,41.0,38.0,20.0,"0.52,0.41,0.38,0.2","0.4987,0.498196078431373,0.51478431372549",117,120,112,#757870,"0.458823529411765,0.470588235294118,0.43921568627451","0.458823529411765,0.466666666666667,0.43921568627451",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 425 CP,1249,1700,true,63.0,51.0,45.0,33.0,"0.63,0.51,0.45,0.33","0.4091,0.491294117647059,0.502705882352941",90,99,95,#5A635F,"0.352941176470588,0.388235294117647,0.372549019607843","0.364705882352941,0.388235294117647,0.376470588235294",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 426 CP,1250,1700,true,81.0,67.0,55.0,83.0,"0.81,0.67,0.55,0.83","0.2037,0.492352941176471,0.495490196078431",43,51,51,#2B3333,"0.168627450980392,0.2,0.2","0.192156862745098,0.211764705882353,0.211764705882353",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 441 CP,1251,1700,true,24.0,12.0,14.0,0.0,"0.24,0.12,0.14,0.0","0.7709,0.483803921568627,0.515803921568627",183,194,183,#B7C2B7,"0.717647058823529,0.76078431372549,0.717647058823529","0.72156862745098,0.752941176470588,0.713725490196078",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 442 CP,1252,1700,true,36.0,20.0,23.0,2.0,"0.36,0.2,0.23,0.02","0.6759,0.482392156862745,0.508509803921569",155,168,161,#9BA8A1,"0.607843137254902,0.658823529411765,0.631372549019608","0.615686274509804,0.654901960784314,0.623529411764706",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 443 CP,1253,1700,true,43.0,25.0,26.0,5.0,"0.43,0.25,0.26,0.05","0.6233,0.484705882352941,0.498941176470588",140,154,151,#8C9A97,"0.549019607843137,0.603921568627451,0.592156862745098","0.56078431372549,0.6,0.588235294117647",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 444 CP,1254,1700,true,54.0,35.0,35.0,17.0,"0.54,0.35,0.35,0.17","0.5027,0.481686274509804,0.493843137254902",107,123,122,#6B7B7A,"0.419607843137255,0.482352941176471,0.47843137254902","0.43921568627451,0.482352941176471,0.474509803921569",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 445 CP,1255,1700,true,66.0,47.0,47.0,37.0,"0.66,0.47,0.47,0.37","0.3801,0.486039215686275,0.494588235294118",79,93,92,#4F5D5C,"0.309803921568627,0.364705882352941,0.36078431372549","0.329411764705882,0.364705882352941,0.36078431372549",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 446 CP,1256,1700,true,71.0,53.0,55.0,53.0,"0.71,0.53,0.55,0.53","0.3225,0.488980392156863,0.499019607843137",68,78,76,#444E4C,"0.266666666666667,0.305882352941176,0.298039215686275","0.286274509803922,0.309803921568627,0.305882352941176",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 447 CP,1257,1700,true,70.0,57.0,63.0,65.0,"0.7,0.57,0.63,0.65","0.269,0.494352941176471,0.518549019607843",61,65,56,#3D4138,"0.23921568627451,0.254901960784314,0.219607843137255","0.250980392156863,0.262745098039216,0.231372549019608",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 413 CP,1258,1700,true,25.0,17.0,22.0,0.0,"0.25,0.17,0.22,0.0","0.7422,0.491294117647059,0.538",181,184,165,#B5B8A5,"0.709803921568627,0.72156862745098,0.647058823529412","0.709803921568627,0.717647058823529,0.643137254901961",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 414 CP,1259,1700,true,31.0,23.0,29.0,3.0,"0.31,0.23,0.29,0.03","0.6871,0.491529411764706,0.535372549019608",166,170,151,#A6AA97,"0.650980392156863,0.666666666666667,0.592156862745098","0.650980392156863,0.658823529411765,0.592156862745098",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 415 CP,1260,1700,true,39.0,29.0,36.0,9.0,"0.39,0.29,0.36,0.09","0.6046,0.489019607843137,0.530980392156863",142,148,132,#8E9484,"0.556862745098039,0.580392156862745,0.517647058823529","0.56078431372549,0.576470588235294,0.513725490196078",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 416 CP,1261,1700,true,45.0,35.0,43.0,18.0,"0.45,0.35,0.43,0.18","0.5389,0.491450980392157,0.527254901960784",126,131,117,#7E8375,"0.494117647058824,0.513725490196078,0.458823529411765","0.494117647058824,0.509803921568627,0.458823529411765",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 417 CP,1262,1700,true,53.0,42.0,52.0,31.0,"0.53,0.42,0.52,0.31","0.4448,0.488274509803922,0.522941176470588",100,108,95,#646C5F,"0.392156862745098,0.423529411764706,0.372549019607843","0.4,0.419607843137255,0.376470588235294",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 418 CP,1263,1700,true,59.0,48.0,58.0,44.0,"0.59,0.48,0.58,0.44","0.3851,0.486823529411765,0.523019607843137",85,93,81,#555D51,"0.333333333333333,0.364705882352941,0.317647058823529","0.345098039215686,0.368627450980392,0.32156862745098",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 419 CP,1264,1700,true,76.0,65.0,66.0,90.0,"0.76,0.65,0.66,0.9","0.1854,0.494823529411765,0.500235294117647",41,47,45,#292F2D,"0.16078431372549,0.184313725490196,0.176470588235294","0.184313725490196,0.196078431372549,0.192156862745098",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 400 CP,1265,1700,true,20.0,17.0,19.0,0.0,"0.2,0.17,0.19,0.0","0.7711,0.504313725490196,0.531843137254902",194,190,176,#C2BEB0,"0.76078431372549,0.745098039215686,0.690196078431373","0.752941176470588,0.741176470588235,0.686274509803922",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 401 CP,1266,1700,true,28.0,25.0,28.0,3.0,"0.28,0.25,0.28,0.03","0.6902,0.506980392156863,0.528666666666667",173,168,156,#ADA89C,"0.67843137254902,0.658823529411765,0.611764705882353","0.666666666666667,0.654901960784314,0.607843137254902",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 402 CP,1267,1700,true,34.0,30.0,33.0,8.0,"0.34,0.3,0.33,0.08","0.6231,0.508274509803922,0.53443137254902",156,150,135,#9C9687,"0.611764705882353,0.588235294117647,0.529411764705882","0.6,0.584313725490196,0.529411764705882",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 403 CP,1268,1700,true,39.0,36.0,40.0,14.0,"0.39,0.36,0.4,0.14","0.5632,0.506627450980392,0.53921568627451",140,135,118,#8C8776,"0.549019607843137,0.529411764705882,0.462745098039216","0.537254901960784,0.525490196078431,0.462745098039216",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 404 CP,1269,1700,true,45.0,43.0,47.0,25.0,"0.45,0.43,0.47,0.25","0.4908,0.511019607843137,0.544156862745098",124,116,98,#7C7462,"0.486274509803922,0.454901960784314,0.384313725490196","0.474509803921569,0.450980392156863,0.388235294117647",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 405 CP,1270,1700,true,49.0,47.0,51.0,32.0,"0.49,0.47,0.51,0.32","0.4477,0.511137254901961,0.538509803921569",112,105,90,#70695A,"0.43921568627451,0.411764705882353,0.352941176470588","0.431372549019608,0.411764705882353,0.356862745098039",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE Black CP,1271,1700,true,65.0,66.0,68.0,82.0,"0.65,0.66,0.68,0.82","0.2202,0.510117647058824,0.53078431372549",58,52,41,#3A3429,"0.227450980392157,0.203921568627451,0.16078431372549","0.231372549019608,0.215686274509804,0.180392156862745",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 406 CP,1272,1700,true,20.0,19.0,17.0,0.0,"0.2,0.19,0.17,0.0","0.7659,0.512666666666667,0.523882352941176",196,188,178,#C4BCB2,"0.768627450980392,0.737254901960784,0.698039215686274","0.752941176470588,0.729411764705882,0.694117647058824",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 407 CP,1273,1700,true,27.0,26.0,25.0,3.0,"0.27,0.26,0.25,0.03","0.6939,0.513137254901961,0.523960784313726",176,168,159,#B0A89F,"0.690196078431373,0.658823529411765,0.623529411764706","0.674509803921569,0.654901960784314,0.619607843137255",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 408 CP,1274,1700,true,35.0,36.0,32.0,10.0,"0.35,0.36,0.32,0.1","0.595,0.518392156862745,0.519607843137255",151,141,135,#978D87,"0.592156862745098,0.552941176470588,0.529411764705882","0.576470588235294,0.549019607843137,0.525490196078431",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 409 CP,1275,1700,true,40.0,42.0,40.0,18.0,"0.4,0.42,0.4,0.18","0.5265,0.517921568627451,0.521725490196078",133,124,117,#857C75,"0.52156862745098,0.486274509803922,0.458823529411765","0.509803921568627,0.482352941176471,0.454901960784314",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 410 CP,1276,1700,true,45.0,48.0,45.0,26.0,"0.45,0.48,0.45,0.26","0.4705,0.519882352941176,0.526117647058823",120,109,101,#786D65,"0.470588235294118,0.427450980392157,0.396078431372549","0.458823529411765,0.427450980392157,0.396078431372549",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 411 CP,1277,1700,true,51.0,55.0,52.0,39.0,"0.51,0.55,0.52,0.39","0.4014,0.522941176470588,0.525882352941176",104,92,84,#685C54,"0.407843137254902,0.36078431372549,0.329411764705882","0.396078431372549,0.36078431372549,0.333333333333333",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 412 CP,1278,1700,true,61.0,68.0,64.0,74.0,"0.61,0.68,0.64,0.74","0.2534,0.517490196078431,0.526196078431373",67,58,50,#433A32,"0.262745098039216,0.227450980392157,0.196078431372549","0.262745098039216,0.23921568627451,0.211764705882353",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 434 CP,1279,1700,true,14.0,17.0,10.0,0.0,"0.14,0.17,0.1,0.0","0.8026,0.516549019607843,0.51678431372549",207,197,192,#CFC5C0,"0.811764705882353,0.772549019607843,0.752941176470588","0.796078431372549,0.768627450980392,0.745098039215686",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
